Car Model,KM Driven,Fuel Type,Transmission Type,Ownership,Price(in Lakhs),Car Age
Mahindra Bolero,78490,Diesel,Manual,1,7.3,4
Honda Amaze,39280,Petrol,Auto,1,5.83,5
Volkswagen Polo,77580,Petrol,Manual,1,2.72,11
Maruti Vitara Brezza,17320,Petrol,Manual,1,6.74,5
Tata NEXON,19100,Petrol,Manual,1,9.6,1
Tata ALTROZ,29430,Petrol,Manual,1,8.36,1
Maruti Dzire,49380,Petrol,Manual,1,4.99,7
Skoda SLAVIA,29320,Petrol,Auto,1,10.44,2
Maruti Baleno,79620,Petrol,Manual,1,3.55,8
Honda WR-V,55900,Petrol,Manual,1,4.21,7
Maruti Alto 800,27200,Petrol,Manual,2,2.14,9
Hyundai VENUE,38590,Petrol,Manual,1,5.76,5
Tata Harrier,83920,Diesel,Manual,1,8.63,5
Maruti IGNIS,31590,Petrol,Manual,1,4.21,2
Tata NEXON,90430,CNG,Manual,1,5.7,5
Jeep Compass,37350,Diesel,Manual,1,13.8,4
Hyundai Creta,36420,Petrol,Manual,1,11.6,2
Toyota Corolla Altis,60410,Petrol,Auto,1,6.2,10
KIA SONET,15630,Diesel,Manual,1,10.17,2
Mahindra BOLERO NEO,12130,Diesel,Manual,1,9.03,1
Mahindra XUV300,36410,Petrol,Manual,1,7.78,2
Maruti IGNIS,32290,Petrol,Manual,1,4.87,3
Honda City,71580,Petrol,Manual,2,4.41,8
Hyundai Elite i20,34590,Petrol,Manual,1,3.79,10
Hyundai Creta,36570,Petrol,Manual,1,6.6,9
Hyundai Elite i20,41350,Petrol,Manual,2,2.92,11
Maruti S PRESSO,28920,Petrol,Manual,1,3.33,4
Ford Ecosport,64360,Petrol,Manual,2,3.21,9
Honda WR-V,83280,Petrol,Manual,1,5.28,6
Maruti Dzire,48220,Petrol,Auto,1,5.28,4
Volkswagen Polo,82440,Petrol,Manual,1,2.81,10
Tata Harrier,20390,Diesel,Auto,1,15.22,3
Ford Ecosport,55490,Petrol,Auto,1,5.34,7
Renault TRIBER,30220,Petrol,Manual,1,4.29,5
Maruti New Wagon-R,58680,Petrol,Manual,1,3.83,6
Hyundai NEW I20,13310,Petrol,Auto,1,7.45,2
Nissan MAGNITE,25160,Petrol,Manual,1,4.8,4
Maruti Baleno,42610,Petrol,Manual,2,3.83,7
Renault Kwid,21090,Petrol,Manual,1,3.37,4
Tata Harrier,26780,Diesel,Auto,1,12.3,4
Maruti Ciaz,79860,Petrol,Manual,1,3.92,10
Renault Kwid,44990,Petrol,Manual,1,3.24,6
Maruti New Wagon-R,33830,Petrol,Manual,1,4.12,3
KIA SONET,37860,Petrol,Auto,1,8.61,4
Tata NEXON,73190,Petrol,Manual,1,6.4,4
Hyundai New Elantra,62900,Petrol,Manual,2,7.21,6
Datsun Redi Go,56400,CNG,Manual,1,2.15,7
Maruti S PRESSO,39990,Petrol,Manual,1,3.53,4
KIA SELTOS,33000,Petrol,Manual,2,9.4,5
Tata ALTROZ,7880,Petrol,Manual,1,6.71,1
Maruti Alto 800,18720,Petrol,Manual,2,1.64,12
Tata NEXON,58440,Petrol,Manual,2,5.11,7
Hyundai GRAND I10 NIOS,34800,Petrol,Manual,1,4.56,5
Maruti Baleno,75950,Petrol,Manual,1,4.6,5
Volkswagen TAIGUN,62950,Petrol,Auto,1,9.65,4
Maruti Swift,40780,Petrol,Manual,1,2.97,10
Nissan MAGNITE,42030,Petrol,Auto,1,6.15,4
Hyundai Verna,90340,Petrol,Manual,1,6.92,6
Ford Ecosport,97890,Petrol,Manual,1,6.21,5
Maruti Baleno,45260,Petrol,Auto,1,7.3,3
Hyundai i10,27080,Petrol,Manual,1,1.74,12
Maruti FRONX,2740,Petrol,Manual,1,9.5,2
Ford Figo Aspire,30430,Petrol,Manual,1,3.81,7
Tata Safari,55290,Diesel,Manual,1,15.11,3
MG ASTOR,34920,Petrol,Manual,1,8.32,3
Renault Kwid,17620,Petrol,Manual,1,3.58,4
Maruti Baleno,53870,CNG,Manual,2,3.88,9
Renault Kwid,4600,Petrol,Manual,1,2.99,5
Maruti Ertiga,38390,CNG,Manual,1,7.01,8
Mahindra XUV300,89440,Petrol,Manual,1,6.12,6
Maruti Ciaz,87580,Petrol,Manual,1,3.39,9
Toyota Innova Crysta,36280,Petrol,Auto,1,16.15,5
Volkswagen TAIGUN,65370,Petrol,Manual,2,9.95,3
Honda City,70940,Petrol,Manual,1,5.18,8
Honda WR-V,26610,Petrol,Manual,1,5.58,6
Hyundai i10,57360,Petrol,Manual,1,1.51,12
Toyota Innova Crysta,85160,Diesel,Manual,1,12.0,7
Maruti Ciaz,47020,Petrol,Auto,1,7.2,4
Hyundai Creta,55070,Petrol,Manual,1,5.7,9
Nissan MAGNITE,63510,Petrol,Manual,1,5.08,4
Maruti Baleno,57010,Petrol,Manual,1,4.45,7
Ford Ecosport,48960,Petrol,Manual,2,3.17,11
Maruti Ciaz,65810,Petrol,Manual,1,4.37,10
Hyundai VENUE,57130,Petrol,Manual,2,5.95,5
Hyundai Elite i20,90650,Petrol,Manual,1,3.44,10
KIA SONET,38640,Petrol,Manual,1,7.6,3
Hyundai Grand i10,63340,Petrol,Manual,1,2.55,10
Renault Kiger,27290,Petrol,Auto,1,7.13,3
Maruti Wagon R 1.0,81410,CNG,Manual,1,1.73,12
KIA SONET,6980,Petrol,Auto,1,11.67,1
Honda WR-V,36420,Petrol,Manual,1,6.7,5
Renault Kwid,28250,Petrol,Manual,1,4.39,2
Tata NEXON,18290,Petrol,Manual,1,6.98,5
Maruti Ritz,56430,Petrol,Manual,1,1.52,13
Jeep Compass,65670,Petrol,Auto,1,11.6,5
Maruti Baleno,58250,Petrol,Manual,1,4.61,5
Renault Kwid,63040,Petrol,Manual,1,2.93,3
Ford Ecosport,77230,Petrol,Manual,1,4.61,7
Maruti Swift,53950,Petrol,Manual,1,3.07,10
Honda Amaze,77740,Petrol,Manual,1,4.69,5
Nissan MAGNITE,44930,Petrol,Manual,1,6.92,3
Tata ALTROZ,64769,Petrol,Manual,1,4.5,5
Maruti Celerio,73850,CNG,Manual,1,3.63,7
Renault Kwid,67080,Petrol,Manual,1,2.56,5
Maruti Wagon R 1.0,91010,Petrol,Manual,1,2.33,9
MG HECTOR,15990,Petrol,Manual,1,10.5,4
MG ASTOR,17370,Petrol,Manual,1,10.79,1
Honda Amaze,36960,Petrol,Manual,1,2.32,12
Mahindra Thar,60960,Petrol,Auto,2,10.25,4
Maruti Swift,95910,Petrol,Manual,2,3.18,9
Tata NEXON,26540,Petrol,Auto,1,8.7,2
Hyundai i10,94780,Petrol,Manual,1,1.54,12
Hyundai Creta,70280,Petrol,Manual,2,5.57,7
Mahindra XUV500,20940,Diesel,Manual,1,6.17,7
Hyundai Verna,63690,Petrol,Manual,1,6.0,7
Tata NEXON,42680,Petrol,Auto,1,9.1,2
Honda City,45660,Petrol,Manual,1,4.11,10
Hyundai Grand i10,53370,Petrol,Manual,1,3.2,11
Ford Ecosport,83970,Petrol,Manual,1,5.79,6
Maruti Baleno,77860,Petrol,Manual,1,4.78,4
Maruti Celerio,64220,Petrol,Manual,2,2.7,8
Tata Harrier,89580,Diesel,Manual,1,10.22,4
Maruti Alto K10,34450,Petrol,Manual,1,2.86,7
Maruti Eeco,38570,CNG,Manual,1,5.06,3
Ford Ecosport,84980,Petrol,Auto,1,4.24,9
Ford Ecosport,94900,Petrol,Auto,2,4.81,7
Honda City,59340,Petrol,Manual,1,6.41,6
Hyundai GRAND I10 NIOS,64040,CNG,Manual,1,5.25,4
Tata ALTROZ,68420,CNG,Manual,1,5.82,5
Mahindra XUV300,69400,Petrol,Manual,1,5.51,6
Tata Harrier,50400,Diesel,Manual,1,9.99,4
Tata NEXON,31900,Diesel,Auto,1,8.52,2
Hyundai Grand i10,29540,Petrol,Manual,2,2.74,10
Hyundai GRAND I10 NIOS,11900,Petrol,Manual,1,4.72,3
Maruti Swift,130000,Diesel,Manual,2,3.39,8
Maruti Swift Dzire,28930,Petrol,Manual,1,3.05,10
Hyundai i20 Active,30250,Petrol,Manual,1,4.53,8
Maruti Celerio,61810,CNG,Manual,1,3.93,6
Maruti Swift,48450,Petrol,Manual,1,3.12,9
Maruti New Wagon-R,29540,CNG,Manual,1,5.87,1
Renault Kwid,62640,Petrol,Auto,1,2.38,8
Renault TRIBER,24590,Petrol,Auto,2,4.34,5
Tata NEXON,45710,Diesel,Auto,1,8.93,2
Maruti Swift,90680,Petrol,Auto,1,4.21,7
Hyundai AURA,51530,Petrol,Manual,1,5.7,3
Tata TIGOR,15080,CNG,Auto,1,8.06,1
Honda City,65860,Petrol,Auto,1,7.19,6
Mahindra XUV500,59480,Diesel,Manual,1,6.56,6
Renault Kiger,54200,Petrol,Auto,1,5.04,4
Renault Duster,75790,Diesel,Manual,1,5.31,6
Hyundai Creta,43590,Petrol,Manual,1,6.05,6
Tata NEXON,48340,Petrol,Manual,1,7.64,3
Datsun Redi Go,64970,Petrol,Manual,1,1.88,8
Tata ALTROZ,15960,CNG,Manual,1,7.37,1
Honda Brio,28570,Petrol,Manual,1,1.8,12
Hyundai Elite i20,68440,Petrol,Manual,1,4.79,7
Nissan MAGNITE,24280,Petrol,Manual,2,6.57,3
Maruti Dzire,72420,Petrol,Auto,1,5.16,6
Tata NEXON,11930,Petrol,Manual,1,9.2,2
Honda Jazz,54910,Petrol,Auto,1,3.73,9
Hyundai Xcent,95020,CNG,Manual,1,3.45,7
Ford Ecosport,57200,Petrol,Auto,1,4.61,9
Skoda KUSHAQ,96070,Petrol,Auto,1,8.2,4
Toyota Fortuner,90910,Diesel,Auto,2,18.3,8
Hyundai Verna,83080,Petrol,Manual,1,2.91,12
Maruti Alto K10,23150,Petrol,Manual,1,1.59,12
Hyundai Grand i10,93430,Petrol,Manual,1,2.75,10
Renault Kwid,73520,Petrol,Manual,1,2.36,6
Tata NEXON,60170,Diesel,Manual,1,5.58,4
Maruti Celerio,80340,Petrol,Manual,1,3.2,8
Hyundai Elite i20,59310,Petrol,Manual,2,4.15,9
MG HECTOR,38710,Petrol,Auto,1,11.9,3
Honda Jazz,39240,Petrol,Manual,1,3.63,8
Hyundai Verna,18360,Petrol,Manual,1,4.82,10
Mahindra XUV500,56690,Diesel,Manual,1,6.97,6
Maruti Alto,74360,Petrol,Manual,1,2.71,5
Hyundai Grand i10,47550,Petrol,Manual,1,2.72,10
Honda Amaze,70470,Petrol,Manual,1,3.96,7
Tata NEXON,87680,Petrol,Auto,1,7.27,4
Renault Kwid,23130,Petrol,Manual,1,2.36,9
Tata PUNCH,64830,Petrol,Manual,2,5.91,4
Maruti Swift,52240,Petrol,Manual,2,5.11,5
KIA SONET,97890,Diesel,Auto,1,6.59,5
Hyundai Elite i20,71320,Petrol,Manual,2,3.77,9
Hyundai Grand i10,57790,Petrol,Manual,1,2.85,9
MG ASTOR,58640,Petrol,Manual,1,8.62,3
Honda Amaze,34450,Petrol,Auto,1,6.1,4
Maruti Swift Dzire,89040,Petrol,Manual,1,2.19,12
Mahindra XUV300,16470,Petrol,Manual,2,8.11,4
Tata Tiago,43350,CNG,Manual,1,5.56,3
MG ASTOR,76320,Petrol,Auto,1,10.9,3
Toyota YARIS,40420,Petrol,Auto,1,7.3,5
Datsun Redi Go,23550,Petrol,Manual,1,1.87,7
Maruti Celerio,58920,Petrol,Auto,1,3.83,7
Renault Captur,62460,Petrol,Manual,1,4.91,7
Tata TIGOR,78690,Petrol,Auto,1,4.95,4
MG HECTOR,88750,Petrol,Auto,2,9.99,5
Hyundai i10,75930,Petrol,Manual,1,1.85,11
Skoda SLAVIA,62330,Petrol,Manual,1,7.89,3
Hyundai Verna,45750,Petrol,Auto,2,6.02,8
Ford Figo Aspire,74830,CNG,Manual,2,2.99,8
Honda Amaze,70640,Petrol,Manual,1,3.61,9
Hyundai Elite i20,40570,Petrol,Manual,1,3.49,10
Ford Ecosport,72020,Petrol,Manual,2,3.51,9
Nissan MAGNITE,63120,Petrol,Manual,1,5.29,3
MG ASTOR,18060,Petrol,Manual,1,10.7,2
Maruti Wagon R 1.0,46550,Petrol,Manual,2,1.93,11
Renault Duster,51010,Petrol,Manual,1,4.94,6
Honda City,25780,Petrol,Manual,1,6.07,8
Hyundai Creta,45350,Petrol,Auto,1,8.69,6
Hyundai Elite i20,47520,Petrol,Manual,1,5.73,7
KIA SONET,48290,Diesel,Manual,1,8.14,5
Maruti Celerio,43320,CNG,Manual,1,3.65,8
Hyundai Elite i20,73130,Petrol,Manual,1,3.24,11
Maruti S PRESSO,8560,Petrol,Manual,1,3.85,1
KIA SONET,25440,Diesel,Manual,1,9.56,2
Honda Amaze,62050,Petrol,Manual,1,2.89,9
Renault Kiger,25240,Petrol,Manual,1,6.9,3
Volkswagen Polo,30690,Petrol,Manual,1,3.15,10
Renault TRIBER,26470,Petrol,Manual,1,4.65,4
Hyundai Grand i10,130000,Petrol,Manual,1,3.65,7
Tata ALTROZ,37000,Diesel,Manual,1,6.0,4
Hyundai Grand i10,55430,CNG,Manual,2,3.46,8
Hyundai i10,53370,Petrol,Manual,1,1.97,11
Hyundai Grand i10,46710,Petrol,Manual,1,3.75,10
Tata TIGOR,55900,Petrol,Manual,1,3.43,8
Maruti Celerio,71280,Petrol,Auto,2,2.62,10
Hyundai Elite i20,24380,Petrol,Manual,1,4.09,10
MG ASTOR,36700,Petrol,Manual,1,10.1,3
Ford New Figo,52280,Petrol,Manual,1,4.39,6
Mahindra XUV700,29390,Petrol,Manual,1,11.6,3
Hyundai Elite i20,76360,Petrol,Manual,1,5.2,6
Tata Safari,12890,Diesel,Manual,1,13.21,3
Honda Amaze,30350,Petrol,Auto,1,5.64,4
Skoda KUSHAQ,28980,Petrol,Auto,1,10.87,2
Maruti Swift Dzire,53830,Petrol,Manual,1,3.57,9
Honda Brio,54530,Petrol,Manual,2,1.51,13
Maruti Swift,9380,Petrol,Manual,1,3.81,8
Maruti Celerio,18430,Petrol,Manual,1,4.65,2
Renault Kwid,31910,Petrol,Manual,1,3.22,4
Maruti Wagon R 1.0,51550,Petrol,Manual,2,1.79,13
Maruti Wagon R 1.0,36410,Petrol,Manual,1,2.05,11
Ford Ecosport,81230,Petrol,Manual,1,6.8,5
Maruti Swift Dzire,59320,Petrol,Manual,2,3.71,9
KIA SELTOS,45670,Petrol,Manual,1,11.3,4
Hyundai i10,53210,Petrol,Manual,2,1.96,12
Maruti Baleno,40520,Petrol,Manual,1,6.73,3
Tata Harrier,70950,Diesel,Auto,1,11.8,4
Renault Duster,87400,Petrol,Auto,1,4.45,7
Maruti Ciaz,30560,Petrol,Manual,1,3.99,10
Toyota Corolla Altis,94470,Petrol,Auto,2,3.72,12
Honda City,25270,Petrol,Auto,1,10.95,3
Maruti Swift Dzire,110000,Petrol,Manual,1,2.52,12
Hyundai VENUE N LINE,51750,Petrol,Auto,1,9.39,2
Maruti Celerio,42120,Petrol,Manual,1,3.36,8
Toyota Corolla Altis,59580,Petrol,Manual,1,7.7,7
Hyundai Grand i10,49140,Petrol,Manual,2,2.81,11
Hyundai i10,52980,Petrol,Manual,1,2.31,10
Honda Amaze,70200,CNG,Manual,2,3.1,9
Tata NEXON,81190,Petrol,Auto,1,6.23,5
Ford Ecosport,70330,Petrol,Manual,1,5.18,6
Maruti Swift,60570,Petrol,Manual,1,2.89,10
Tata Tiago,34770,CNG,Manual,1,5.16,2
Tata NEXON,38210,Petrol,Manual,1,5.59,6
Honda Amaze,43220,Petrol,Manual,1,6.51,5
Hyundai Grand i10,71660,Petrol,Manual,1,1.88,12
Hyundai Grand i10,34420,Petrol,Manual,2,2.89,10
Maruti Alto 800,25260,Petrol,Manual,1,1.5,12
Hyundai Creta,7830,Petrol,Manual,1,9.5,6
Maruti Dzire,74220,Petrol,Auto,1,5.04,7
Tata NEXON,75640,Petrol,Manual,1,6.17,6
Hyundai i20,29500,Petrol,Manual,1,2.24,13
Hyundai i10,59010,Petrol,Manual,1,1.34,13
Honda Amaze,49020,CNG,Manual,1,2.23,12
KIA SELTOS,93140,Diesel,Manual,2,8.54,5
Honda WR-V,24360,Petrol,Manual,1,6.56,4
Maruti New Wagon-R,27910,CNG,Manual,1,4.25,6
Maruti Swift,54000,Petrol,Manual,1,2.35,12
Maruti Baleno,63510,Petrol,Manual,1,3.68,8
KIA CARENS,46970,Diesel,Manual,1,10.75,3
Honda City,70830,Petrol,Manual,2,3.21,11
Maruti Dzire,76800,Petrol,Auto,1,4.2,8
Hyundai Xcent,75610,Petrol,Manual,1,3.03,10
Renault Kwid,50690,Petrol,Manual,2,2.42,6
Maruti BREZZA,39760,Petrol,Auto,1,8.94,3
Maruti Baleno,92570,Petrol,Manual,1,4.01,6
Honda WR-V,33790,CNG,Manual,2,5.91,6
Maruti Baleno,69160,Petrol,Manual,1,3.74,9
Tata Tiago,49320,CNG,Manual,1,5.64,3
Volkswagen Vento,72750,Petrol,Auto,2,5.71,6
Maruti Wagon R 1.0,53950,CNG,Manual,1,1.88,12
Maruti Alto,35770,Petrol,Manual,1,3.5,3
Maruti Wagon R 1.0,17400,Petrol,Manual,1,2.65,10
Hyundai GRAND I10 NIOS,63020,Petrol,Manual,1,5.17,5
Maruti Baleno,34050,CNG,Manual,2,5.05,4
KIA SONET,14790,Diesel,Manual,1,10.35,2
Tata Harrier,52090,Diesel,Manual,1,9.84,5
Hyundai Creta,53710,Petrol,Auto,2,7.31,7
Maruti Celerio,44770,Petrol,Manual,1,4.03,4
MG HECTOR PLUS,79070,Petrol,Auto,1,15.3,4
Hyundai i20,65340,Petrol,Manual,2,2.13,12
Maruti Baleno,48620,Petrol,Manual,1,5.65,6
Hyundai Grand i10,85510,CNG,Manual,2,3.14,8
Renault TRIBER,59480,Petrol,Manual,1,4.99,2
Renault Duster,83800,Petrol,Auto,1,4.21,8
Honda BR-V,51420,Petrol,Manual,2,4.95,8
Maruti XL6,22210,Petrol,Auto,1,10.61,3
Honda WR-V,88700,Petrol,Manual,2,3.92,8
Honda Amaze,4900,Petrol,Manual,1,7.16,2
Hyundai Elite i20,51210,Petrol,Manual,1,5.97,5
Hyundai Grand i10,47700,Petrol,Manual,1,2.79,11
Mahindra XUV300,60940,Diesel,Manual,1,8.89,2
Honda Amaze,99880,CNG,Manual,1,4.2,7
Renault TRIBER,13210,Petrol,Manual,1,4.33,5
Hyundai Grand i10,34130,Petrol,Manual,1,2.78,12
Toyota Glanza,57420,Petrol,Manual,1,5.91,5
Maruti New Wagon-R,63640,Petrol,Manual,1,3.85,6
Hyundai i10,50290,CNG,Manual,1,1.49,13
Tata Tiago,58560,CNG,Manual,1,4.58,3
Maruti Swift,48180,Petrol,Manual,1,3.47,9
Honda Amaze,51590,Petrol,Manual,1,3.15,9
Maruti Dzire,74170,Petrol,Auto,1,5.25,6
Hyundai Elite i20,79860,Petrol,Manual,1,3.91,7
MG HECTOR,96290,Petrol,Auto,1,10.75,4
Maruti Wagon R 1.0,53620,Petrol,Auto,1,3.18,9
Maruti Swift Dzire,75900,Petrol,Manual,1,2.89,12
Renault Kwid,49720,Petrol,Auto,2,2.38,8
Tata NEXON,18800,Diesel,Auto,1,7.99,3
Maruti Swift,50020,Petrol,Manual,1,2.45,12
Maruti Baleno,76220,Petrol,Auto,1,4.88,7
Maruti Baleno,34270,Petrol,Manual,1,4.25,6
Hyundai Grand i10,42850,Petrol,Manual,1,3.08,10
Hyundai i10,63950,Petrol,Manual,1,1.59,12
Honda City,39900,Petrol,Manual,1,3.51,11
Hyundai i10,32030,Petrol,Manual,1,2.18,11
Maruti Wagon R 1.0,82250,CNG,Manual,2,2.13,11
Maruti Baleno,43300,Petrol,Manual,1,4.48,9
Hyundai Elite i20,39200,Petrol,Manual,2,3.74,10
Maruti Ciaz,25180,Petrol,Manual,1,5.26,7
Mahindra XUV300,61190,Petrol,Manual,1,5.61,5
KIA SONET,75800,Petrol,Auto,2,6.8,4
Maruti New Wagon-R,26950,Petrol,Manual,1,4.2,4
Maruti Wagon R 1.0,63460,CNG,Manual,1,1.99,12
Renault Kwid,32259,Petrol,Auto,2,3.67,4
Maruti Baleno,62680,Petrol,Manual,1,4.41,7
Renault Kwid,53960,Petrol,Manual,1,2.23,7
Hyundai NEW I20,33490,Petrol,Auto,1,7.41,4
Hyundai Verna,46260,Petrol,Auto,1,7.38,7
Maruti Baleno,53650,Petrol,Auto,1,5.6,5
MG HECTOR,73030,Petrol,Auto,1,12.37,4
Maruti Baleno,48590,Petrol,Auto,1,5.25,7
Maruti Baleno,52160,Petrol,Manual,1,4.26,8
Hyundai Creta,44310,Petrol,Manual,2,5.27,9
Renault Kwid,33400,Petrol,Manual,1,1.95,9
Tata Harrier,64970,Diesel,Manual,1,12.9,2
Maruti Ertiga,78490,CNG,Manual,1,3.85,12
Honda Brio,30240,Petrol,Manual,2,1.7,13
Tata NEXON,75700,Diesel,Auto,1,6.51,4
Hyundai Creta,61360,Petrol,Manual,1,5.79,9
Maruti S PRESSO,4270,Petrol,Auto,1,4.99,1
Maruti Baleno,99260,Petrol,Manual,1,4.46,7
Hyundai Grand i10,68020,Petrol,Manual,1,2.25,11
Hyundai i10,34900,Petrol,Manual,1,1.48,13
Maruti Swift Dzire,61500,Petrol,Manual,1,2.72,12
MG HECTOR,68810,Petrol,Auto,1,11.77,4
Maruti Ertiga,78450,Petrol,Manual,1,4.66,10
Honda Amaze,54690,CNG,Manual,1,2.15,12
Maruti Baleno,74460,Petrol,Manual,1,5.63,3
Maruti Ciaz,61390,Petrol,Manual,1,4.23,9
Hyundai i10,25310,Petrol,Manual,1,2.09,11
Hyundai Xcent,72070,Petrol,Manual,1,3.15,10
Renault TRIBER,68990,Petrol,Auto,1,4.13,5
Maruti Dzire,25620,Petrol,Auto,1,5.44,7
Maruti Ciaz,59160,Petrol,Manual,2,5.15,7
Maruti Celerio,50630,Petrol,Manual,1,4.74,3
Hyundai i20,34310,Petrol,Manual,1,2.2,12
Mahindra Bolero,36600,Diesel,Manual,1,8.3,3
Hyundai i10,59060,Petrol,Manual,1,1.39,13
Honda Amaze,24940,Petrol,Manual,1,5.28,5
Hyundai Grand i10,11320,Petrol,Manual,1,3.8,7
Hyundai Grand i10,44810,Petrol,Manual,1,2.17,12
Maruti Ertiga,37760,Petrol,Manual,2,3.47,12
Tata Tiago,39390,CNG,Manual,1,6.41,2
Maruti Swift,55160,Petrol,Manual,1,3.31,8
Honda City,79090,Petrol,Manual,1,6.65,7
Honda Amaze,33180,Petrol,Manual,2,2.95,11
Maruti Swift,97930,Petrol,Manual,1,4.7,4
Maruti Baleno,84980,Petrol,Manual,1,5.19,7
Maruti Alto 800,13920,Petrol,Manual,1,3.2,7
Ford Ecosport,69470,Petrol,Auto,2,4.16,9
Maruti Ciaz,82750,Petrol,Auto,2,6.76,4
Renault TRIBER,96150,Petrol,Manual,1,3.99,5
Hyundai Grand i10,68390,Petrol,Manual,2,2.9,9
Skoda Rapid,97740,Petrol,Manual,1,6.22,6
Tata Tiago,60800,CNG,Manual,1,5.3,3
Tata NEXON,32130,Diesel,Auto,1,9.4,3
Honda Mobilio,63640,Petrol,Manual,2,3.56,10
Honda Amaze,74390,CNG,Manual,1,4.85,6
Hyundai NEW I20,37200,Petrol,Auto,1,6.6,3
Hyundai Grand i10,62840,Petrol,Manual,2,2.7,11
Honda Brio,67770,Petrol,Manual,2,2.03,12
Maruti Baleno,45950,Petrol,Auto,1,4.58,7
Tata ALTROZ,61080,CNG,Manual,1,7.75,2
Renault TRIBER,35070,Petrol,Manual,1,4.27,6
Hyundai Grand i10,67190,CNG,Manual,1,3.65,8
Maruti Swift,37740,Petrol,Manual,1,2.22,13
Maruti Wagon R 1.0,39910,Petrol,Manual,1,2.35,11
Renault Kwid,56360,Petrol,Manual,1,2.26,9
Honda Amaze,86590,Petrol,Manual,2,4.28,6
Maruti Swift Dzire,64569,Petrol,Manual,1,3.22,10
Datsun Redi Go,38660,Petrol,Manual,2,2.14,6
Hyundai Grand i10,56820,Petrol,Manual,1,3.49,7
Tata Harrier,66640,Diesel,Auto,1,10.6,4
Renault TRIBER,17340,Petrol,Manual,1,5.35,4
Renault Kwid,70190,Petrol,Manual,1,2.08,7
Tata Harrier,72450,Diesel,Auto,1,11.76,4
Tata Safari,23720,Diesel,Manual,1,15.5,3
Maruti Dzire,67410,Petrol,Manual,1,4.39,8
Renault Kwid,62510,Petrol,Manual,1,2.3,6
Hyundai Creta,74460,Petrol,Manual,1,6.62,8
Maruti New Wagon-R,41300,CNG,Manual,1,5.26,3
Maruti Ertiga,53230,Petrol,Manual,1,4.06,11
Honda City,68720,Petrol,Manual,1,4.26,10
Ford Ecosport,98540,Petrol,Auto,1,3.65,10
KIA SONET,86250,Diesel,Manual,1,7.15,4
Hyundai Verna,58280,Petrol,Auto,1,8.56,6
Renault TRIBER,46050,Petrol,Manual,2,4.15,6
Honda City,61270,Petrol,Manual,1,2.65,13
Honda WR-V,35140,Petrol,Manual,1,6.21,6
Maruti Wagon R 1.0,40380,Petrol,Manual,2,3.06,8
Maruti Baleno,19550,Petrol,Manual,1,4.47,8
Hyundai Grand i10,39820,Petrol,Manual,2,2.25,11
Hyundai Creta,100000,Petrol,Manual,1,6.59,8
KIA SELTOS,59900,Diesel,Auto,1,10.54,5
Maruti Baleno,98680,Petrol,Manual,1,4.38,9
Maruti Baleno,65030,Petrol,Manual,1,3.61,8
Renault TRIBER,81840,Petrol,Manual,2,4.43,3
Maruti Baleno,72230,Petrol,Manual,1,5.84,5
Hyundai Grand i10,75780,CNG,Manual,1,3.24,10
Maruti Baleno,64410,Petrol,Manual,2,3.8,8
Hyundai Creta,46470,Petrol,Manual,1,6.53,7
Hyundai Grand i10,44430,CNG,Manual,1,2.91,10
Tata TIGOR,68410,CNG,Manual,1,5.35,3
Hyundai Creta,82490,Petrol,Auto,1,7.18,7
Maruti Alto K10,18650,Petrol,Manual,1,3.26,6
Hyundai Grand i10,72660,Petrol,Manual,2,3.27,9
Hyundai VENUE,71310,Petrol,Manual,1,7.22,3
Skoda Rapid,28000,Petrol,Auto,1,8.25,4
Maruti Swift Dzire,65519,CNG,Manual,1,2.99,12
Maruti Wagon R 1.0,33360,Petrol,Manual,1,3.4,7
Hyundai Creta,67120,Petrol,Manual,2,5.74,8
Maruti Celerio,53590,Petrol,Auto,1,4.53,6
Honda Amaze,51450,Petrol,Manual,2,2.33,12
Maruti Alto K10,50810,Petrol,Manual,2,2.33,9
Maruti Ertiga,37190,Petrol,Manual,1,3.91,11
Maruti Baleno,39160,Petrol,Manual,1,4.61,7
Mahindra XUV500,41870,Diesel,Manual,1,6.48,6
Hyundai Grand i10,48390,Petrol,Manual,1,3.16,11
Maruti Ciaz,93280,Petrol,Manual,1,5.87,7
Hyundai Grand i10,58040,Petrol,Manual,2,2.28,11
Hyundai Grand i10,58460,Petrol,Manual,1,3.09,10
Hyundai Grand i10,50140,Petrol,Manual,2,2.79,11
Tata Harrier,62470,Diesel,Manual,1,10.6,4
Renault TRIBER,33200,Petrol,Manual,1,3.94,6
Honda City,56800,Petrol,Auto,1,5.78,10
Ford Ecosport,71660,Petrol,Auto,2,3.97,10
Tata NEXON,50450,Petrol,Manual,1,7.29,3
Maruti Wagon R 1.0,34060,Petrol,Manual,1,2.12,11
Renault Kiger,59990,Petrol,Auto,1,6.23,4
Hyundai Grand i10,42110,Petrol,Manual,2,3.02,11
Honda City,24680,Petrol,Manual,1,4.4,10
Hyundai Elite i20,54670,Petrol,Manual,2,3.05,10
Maruti BREZZA,12290,Petrol,Manual,1,9.87,2
Honda Amaze,52850,Petrol,Manual,1,5.3,3
Hyundai Grand i10,87120,CNG,Manual,1,3.38,9
BMW 3 Series,88240,Diesel,Auto,1,7.25,12
Mercedes Benz E Class,95400,Diesel,Auto,2,10.75,10
